Saint Luke's Foundation,08/20/2020,2/7/2020, 05/20/2020,,,,,,,,,,,,,,,,,,,
Pacific Huntington Hotel Corporation ,08/20/2020,4/10/2020, 04/28/2020,,,,,,,,,,,,,,,,,,,
Santa Rosa Junior College Foundation,08/19/2020,2/3/2020,,,,,,,,,,,,,,,,,,,,
"Patriot Growth Insurance Services, LLC",08/19/2020,3/10/2020, 03/11/2020,,,,,,,,,,,,,,,,,,,
"Stockpile, Inc.",08/19/2020,04/17/2020,,,,,,,,,,,,,,,,,,,,
"Dynasplint Systems, Inc.",08/17/2020,04/29/2020, 05/12/2020,,,,,,,,,,,,,,,,,,,
University of Detroit Mercy,08/17/2020,2/7/2020, 05/20/2020,,,,,,,,,,,,,,,,,,,
Institute for Integrative Nutrition,08/16/2020,3/3/2020, 03/04/2020,,,,,,,,,,,,,,,,,,,
"Construction Bidboard, Inc.",08/14/2020,n/a,,,,,,,,,,,,,,,,,,,,
Metropolitan Community College of Kansas City ,08/14/2020,3/10/2020,,,,,,,,,,,,,,,,,,,,
Filters Fast LLC,08/14/2020,07/19/2019, 07/10/2020,,,,,,,,,,,,,,,,,,,
"NRI USA, LLC",08/14/2020,9/3/2019, 10/23/2019,,,,,,,,,,,,,,,,,,,
Prostate Cancer Foundation,08/13/2020,2/7/2020,,,,,,,,,,,,,,,,,,,,
"Dyson, Inc",08/13/2020,07/31/2020,,,,,,,,,,,,,,,,,,,,
"Patriot Growth Insurance Services, LLC",8/12/2020,12/23/2019, 01/07/2020,,,,,,,,,,,,,,,,,,,
Dent Wizard International,8/10/2020,01/22/2020, 02/04/2020,,,,,,,,,,,,,,,,,,,
Metropolitan Life Insurance Company,8/10/2020,07/24/2020,,,,,,,,,,,,,,,,,,,,
"Northwest Foundation, Inc.",8/7/2020,n/a,,,,,,,,,,,,,,,,,,,,
"Bregante + Company, LLC",8/4/2020,5/4/2020,,,,,,,,,,,,,,,,,,,,
Museum of Contemporary Art Santa Barbara,8/4/2020,05/31/2020,,,,,,,,,,,,,,,,,,,,
Romanazzi & Associates,8/4/2020,04/16/2020,,,,,,,,,,,,,,,,,,,,
"Wurkforce, Inc.",8/3/2020,11/22/2019,,,,,,,,,,,,,,,,,,,,
Hoag Clinic,8/3/2020,6/5/2020,,,,,,,,,,,,,,,,,,,,
Steel Partners Holdings L.P.,8/2/2020,04/18/2020, 04/29/2020,,,,,,,,,,,,,,,,,,,
California Western School of Law,07/31/2020,n/a,,,,,,,,,,,,,,,,,,,,
The Credit Pros international,07/30/2020,7/9/2016, 12/15/2019,,,,,,,,,,,,,,,,,,,
Salinas Valley Memorial Healthcare System,07/29/2020,04/24/2020, 04/29/2020, 04/30/2020, 05/04/2020, 05/05/2020, 05/07/2020,,,,,,,,,,,,,,,
"Good Samaritan Hospital, Inc.",07/29/2020,10/22/2019,,,,,,,,,,,,,,,,,,,,
Emanate Health,07/29/2020,02/19/2020,,,,,,,,,,,,,,,,,,,,
"Front Rush, LLC",07/28/2020,01/18/2016, 01/08/2020,,,,,,,,,,,,,,,,,,,
"OTR Leasing, LLC",07/28/2020,01/14/2020, 01/20/2020,,,,,,,,,,,,,,,,,,,
"Windes, Inc.",07/28/2020,03/16/2020,,,,,,,,,,,,,,,,,,,,
Ventura College Foundation,07/28/2020,2/7/2020, 05/20/2020,,,,,,,,,,,,,,,,,,,
CK-12 Foundation,07/27/2020,02/26/2020,,,,,,,,,,,,,,,,,,,,
Walgreen Co.,07/24/2020,05/26/2020, 05/27/2020, 05/28/2020, 05/29/2020, 05/30/2020, 05/31/2020, 06/01/2020, 06/02/2020, 06/03/2020, 06/04/2020, 06/05/2020,,,,,,,,,,
Ply Gem Residential Solutions,07/24/2020,07/26/2019, 11/18/2019,,,,,,,,,,,,,,,,,,,
Dynavax Technologies Corporation,07/24/2020,02/28/2020,,,,,,,,,,,,,,,,,,,,
Frederick W. Howarth III d/b/a TBG West Insurance Services (“TBG West”),07/23/2020,03/27/2020,,,,,,,,,,,,,,,,,,,,
"Pivot Technology Solutions, Inc.",07/22/2020,6/9/2020,,,,,,,,,,,,,,,,,,,,
Corning Union Elementary School District,07/21/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
"Collabera, Inc.",07/21/2020,05/24/2020,,,,,,,,,,,,,,,,,,,,
Senior Resource Group LLC,07/20/2020,12/17/2019,,,,,,,,,,,,,,,,,,,,
"Coalinga Valley Health Clinics, Inc. ",07/19/2020,04/17/2020,,,,,,,,,,,,,,,,,,,,
"Verigent, LLC",07/17/2020,10/21/2019,,,,,,,,,,,,,,,,,,,,
"Next Glass, Inc.",07/17/2020,n/a,,,,,,,,,,,,,,,,,,,,
NCP Healthcare Management Company,07/17/2020,04/27/2020,,,,,,,,,,,,,,,,,,,,
"Northgate Gonzalez, LLC",07/17/2020,1/7/2019, 01/07/2020,,,,,,,,,,,,,,,,,,,
STRATA Trust Company,07/17/2020,2/10/2020, 02/11/2020,,,,,,,,,,,,,,,,,,,
Genworth,07/17/2020,4/1/2020,,,,,,,,,,,,,,,,,,,,
Evergreen Union School District,07/17/2020,11/15/2019,,,,,,,,,,,,,,,,,,,,
Steel Partners Holdings L.P.,07/16/2020,04/18/2020, 04/29/2020,,,,,,,,,,,,,,,,,,,
"US HealthCenter, Inc.",07/16/2020,04/13/2020,,,,,,,,,,,,,,,,,,,,
"FormFactor, Inc.",07/16/2020,06/21/2020,,,,,,,,,,,,,,,,,,,,
"Merani Hospitality, Inc. ",07/15/2020,02/16/2017,,,,,,,,,,,,,,,,,,,,
California Department of Corrections and Rehabilitation ,07/14/2020,5/6/2020,,,,,,,,,,,,,,,,,,,,
City Dental,7/12/2020,6/1/2020,,,,,,,,,,,,,,,,,,,,
"The Chronicle of Higher Education, Inc.",7/10/2020,06/15/2020,,,,,,,,,,,,,,,,,,,,
Morgan Stanley,7/10/2020,n/a,,,,,,,,,,,,,,,,,,,,
Thomas Cuisine,7/10/2020,01/24/2020, 02/18/2020,,,,,,,,,,,,,,,,,,,
Los Angeles County Bar Association,7/10/2020,5/10/2020, 06/11/2020,,,,,,,,,,,,,,,,,,,
"Claire's Stores, Inc.",7/8/2020,4/7/2020, 06/12/2020,,,,,,,,,,,,,,,,,,,
"Eshel, Aminov & Partners LLP",7/8/2020,3/10/2019, 05/20/2019,,,,,,,,,,,,,,,,,,,
"Audio Visual Services Group, LLC d/b/a PSAV",7/8/2020,10/22/2019, 02/05/2020,,,,,,,,,,,,,,,,,,,
"Dr. Ann Hale, D.D.S. / also known as Hutton & Hale, D.D.S.",7/7/2020,05/24/2020,,,,,,,,,,,,,,,,,,,,
Federal Home Loan Mortgage Corporation,7/7/2020,n/a,,,,,,,,,,,,,,,,,,,,
Douglas M. Smith & Co. CPA,7/7/2020,03/25/2020,,,,,,,,,,,,,,,,,,,,
Beverly Hills Unified School District,7/2/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Central California Alliance for Health,7/2/2020,5/7/2020,,,,,,,,,,,,,,,,,,,,
"Urban Compass, Inc.",7/1/2020,05/24/2019, 11/06/2019, 11/11/2019, 01/08/2020,,,,,,,,,,,,,,,,,
Andrew Lundholm CPA,7/1/2020,11/24/2019, 04/29/2020,,,,,,,,,,,,,,,,,,,
WESTECH International Inc.,06/30/2020,5/10/2020,,,,,,,,,,,,,,,,,,,,
"Young, Molohan, Cohen & Durrett, LLP",06/29/2020,05/26/2020,,,,,,,,,,,,,,,,,,,,
Salinas Valley Memorial Healthcare System,06/29/2020,04/29/2020,,,,,,,,,,,,,,,,,,,,
Red Bluff Joint Union High School District,06/29/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Electrical Training Institute,06/29/2020,12/23/2019, 12/26/2019,,,,,,,,,,,,,,,,,,,
Adelanto Elementary School District,06/26/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Saddleback Valley Unified School District,06/24/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Kroto Inc. d/b/a iCanvas,06/24/2020,5/10/2020, 05/28/2020,,,,,,,,,,,,,,,,,,,
Eagle Community Credit Union,06/23/2020,02/24/2020,,,,,,,,,,,,,,,,,,,,
"GAIN Capital Group, LLC",06/22/2020,04/14/2020, 04/18/2020,,,,,,,,,,,,,,,,,,,
Chino Valley Unified School District,06/22/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Florida Orthopaedic Institute,06/22/2020,4/6/2020, 04/09/2020,,,,,,,,,,,,,,,,,,,
Concorde Investment Services,06/20/2020,09/17/2019, 11/04/2019,,,,,,,,,,,,,,,,,,,
CodeMetro,06/19/2020,04/21/2020,,,,,,,,,,,,,,,,,,,,
"Le Duff America, Inc.",06/18/2020,08/28/2019, 09/21/2019,,,,,,,,,,,,,,,,,,,
American Medical Technologies,06/18/2020,10/1/2019, 01/01/2020,,,,,,,,,,,,,,,,,,,
El Dorado County Office of Education,06/17/2020,11/6/2019,,,,,,,,,,,,,,,,,,,,
Cognizant Technology Solutions Corporation,06/17/2020,4/9/2020, 04/10/2020, 04/11/2020,,,,,,,,,,,,,,,,,,
"Optima Family Services, Inc.",06/16/2020,04/21/2020,,,,,,,,,,,,,,,,,,,,
Sonicbids LLC,06/16/2020,12/29/2019,,,,,,,,,,,,,,,,,,,,
"Andrew Dang, DDS",06/15/2020,04/19/2020,,,,,,,,,,,,,,,,,,,,
KIPP SoCal Public Schools,6/12/2020,10/3/2019,,,,,,,,,,,,,,,,,,,,
"Magellan Health, Inc.",6/12/2020,4/6/2020, 04/12/2020,,,,,,,,,,,,,,,,,,,
Apple Valley Unified School District,6/12/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
"You Can Trade, Inc.",6/12/2020,n/a,,,,,,,,,,,,,,,,,,,,
McKinney & Company,6/12/2020,4/1/2020,,,,,,,,,,,,,,,,,,,,
Yuba City Unified School District,6/11/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
San Leandro Unified School District,6/11/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
"MaxLinear, Inc.",6/11/2020,04/15/2020,,,,,,,,,,,,,,,,,,,,
"Bailard, Inc.",6/11/2020,02/25/2020, 03/05/2020,,,,,,,,,,,,,,,,,,,
Gonzalez CPA,6/11/2020,n/a,,,,,,,,,,,,,,,,,,,,
"Zoosk, Inc. ",6/11/2020,1/12/2020,,,,,,,,,,,,,,,,,,,,
Mt. Diablo Unified School District,6/11/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Corning Union High School District,6/11/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Genworth ,6/10/2020,4/1/2020,,,,,,,,,,,,,,,,,,,,
San Francisco Employees' Retirement System,6/9/2020,02/24/2020,,,,,,,,,,,,,,,,,,,,
"Castro Valley Health, Inc.",6/8/2020,1/1/2017,,,,,,,,,,,,,,,,,,,,
Brea-Olinda Unified School District,6/8/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Fairfield-Suisun Unified School District,6/8/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Myron Corp. d/b/a Pen Factory (“Pen Factory”),6/5/2020,9/1/2019, 04/15/2020,,,,,,,,,,,,,,,,,,,
ABC Unified School District,6/5/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Bombas LLC,6/3/2020,11/11/2016, 02/16/2017,,,,,,,,,,,,,,,,,,,
San Bernardino City Unified School District,6/2/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Yucaipa-Calimesa Joint Unified School District,6/2/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Rocklin Unified School District,6/2/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
"Allergy & Asthma Medical Group of the Bay Area, Inc.",6/2/2020,04/27/2020,,,,,,,,,,,,,,,,,,,,
Paul Quinn College ,6/1/2020,05/24/2019, 08/28/2020,,,,,,,,,,,,,,,,,,,
The Crucible,05/30/2020,04/28/2019, 02/27/2020,,,,,,,,,,,,,,,,,,,
Laguna Beach Unified School District,05/29/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Central School District,05/29/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Inglewood Unified School District,05/29/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
"Good Samaritan Hospital, Inc.",05/29/2020,10/22/2019,,,,,,,,,,,,,,,,,,,,
"Catholic Charities, Diocese of San Diego",05/29/2020,03/27/2020, 03/30/2020,,,,,,,,,,,,,,,,,,,
Lassen Union High School Distirict,05/28/2020,11/6/2019,,,,,,,,,,,,,,,,,,,,
Orchard Medical Consulting,05/28/2020,01/16/2020,,,,,,,,,,,,,,,,,,,,
"Minted, LLC",05/28/2020,5/6/2020,,,,,,,,,,,,,,,,,,,,
Amtrak,05/28/2020,04/16/2020, 04/17/2020,,,,,,,,,,,,,,,,,,,
SFO,05/27/2020,3/5/2020,,,,,,,,,,,,,,,,,,,,
"Icahn Automotive Group LLC (""IAG"")",05/27/2020,03/13/2020,,,,,,,,,,,,,,,,,,,,
"Duben & Associates, Inc.",05/26/2020,2/11/2020,,,,,,,,,,,,,,,,,,,,
"Weaver Fundraising, LLC d/b/a Trail’s End",05/26/2020,5/3/2020,,,,,,,,,,,,,,,,,,,,
"Arbonne International, LLC",05/22/2020,04/20/2020,,,,,,,,,,,,,,,,,,,,
Mathway LLC,05/22/2020,n/a,,,,,,,,,,,,,,,,,,,,
"Aeries Software, Inc. ",05/21/2020,n/a,,,,,,,,,,,,,,,,,,,,
Santa Barbara Unified School District,05/20/2020,n/a,,,,,,,,,,,,,,,,,,,,
Kingsburg Elementary Charter School District,05/19/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Prime Communications,05/18/2020,12/11/2019,,,,,,,,,,,,,,,,,,,,
City of Torrance,05/18/2020,3/1/2020,,,,,,,,,,,,,,,,,,,,
Bank of America,05/18/2020,04/22/2020,,,,,,,,,,,,,,,,,,,,
San Dieguito Union High School District,05/14/2020,7/1/2019, 07/17/2019,,,,,,,,,,,,,,,,,,,
"PCL Constructors, Inc.",05/14/2020,02/18/2020, 02/19/2020,,,,,,,,,,,,,,,,,,,
"The Chronicle of Higher Education, Inc.",05/13/2020,02/17/2020,,,,,,,,,,,,,,,,,,,,
"Magellan Health, Inc.",5/11/2020,4/6/2020, 04/12/2020,,,,,,,,,,,,,,,,,,,
Santa Rosa & Rohnert Park Oral Surgery,5/8/2020,12/20/2019, 03/11/2020,,,,,,,,,,,,,,,,,,,
Lincoln Financial Advisors Corporation,5/8/2020,03/19/2020,,,,,,,,,,,,,,,,,,,,
Atria Wealth Solutions ,5/7/2020,12/3/2019,,,,,,,,,,,,,,,,,,,,
Principal Life Insurance Company,5/7/2020,12/12/2019, 12/13/2019, 12/16/2019, 01/02/2020,,,,,,,,,,,,,,,,,
Impact Mobile Home Communities,5/5/2020,10/3/2018, 07/31/2019,,,,,,,,,,,,,,,,,,,
City of Fullerton,5/5/2020,n/a,,,,,,,,,,,,,,,,,,,,
Orchard Medical Consulting ,5/5/2020,01/16/2020,,,,,,,,,,,,,,,,,,,,
GoDaddy.com LLC,5/3/2020,10/19/2019,,,,,,,,,,,,,,,,,,,,
Pacific Press Publishing Association,5/3/2020,06/22/2019,,,,,,,,,,,,,,,,,,,,
"McKissock Investment Holdings, LLC",5/1/2020,11/16/2019, 03/04/2020,,,,,,,,,,,,,,,,,,,
Marshall Medical Center,04/28/2020,02/18/2020,,,,,,,,,,,,,,,,,,,,
Community Memorial Health System,04/27/2020,02/18/2020,,,,,,,,,,,,,,,,,,,,
"Chegg, Inc.",04/27/2020,4/9/2020,,,,,,,,,,,,,,,,,,,,
"A.B. Closing, Inc. D/B/A Kavaliro",04/24/2020,n/a,,,,,,,,,,,,,,,,,,,,
"Athens Insurance Services, Inc.",04/23/2020,7/1/2019,,,,,,,,,,,,,,,,,,,,
"KandyPens, Inc. ",04/20/2020,3/7/2019, 02/13/2020,,,,,,,,,,,,,,,,,,,
Silicon Valley Community Foundation,04/20/2020,08/23/2018,,,,,,,,,,,,,,,,,,,,
Volusion LLC,04/20/2020,9/7/2019,,,,,,,,,,,,,,,,,,,,
"Wells Fargo Bank, N.A. on behalf of KDW Automotive",04/20/2020,11/6/2019,,,,,,,,,,,,,,,,,,,,
Squar Milner LLP,04/17/2020,2/5/2020,,,,,,,,,,,,,,,,,,,,
Ambry Genetics Corporation,04/17/2020,01/22/2020, 01/24/2020,,,,,,,,,,,,,,,,,,,
"Fusion Management Services, LLC",04/17/2020,n/a,,,,,,,,,,,,,,,,,,,,
Grimaldi Center for Wellness and Aesthetics,04/16/2020,02/20/2020, 03/02/2020,,,,,,,,,,,,,,,,,,,
Lincoln Financial Advisors Corporation,04/16/2020,03/19/2020,,,,,,,,,,,,,,,,,,,,
AST LLC,04/14/2020,3/9/2020,,,,,,,,,,,,,,,,,,,,
"Weber and Company, Inc.",4/7/2020,01/27/2020, 02/11/2020,,,,,,,,,,,,,,,,,,,
"Healthcare Resource Group, Inc.",4/7/2020,11/4/2019, 11/30/2019,,,,,,,,,,,,,,,,,,,
Stockdale Radiology,4/6/2020,01/17/2020,,,,,,,,,,,,,,,,,,,,
Ronald L Wolfe & Associates Inc.,4/2/2020,n/a,,,,,,,,,,,,,,,,,,,,
"Total Quality Logistics, LLC",4/2/2020,10/1/2020,,,,,,,,,,,,,,,,,,,,
National Institute for Automotive Service Excellence,03/31/2020,12/18/2019, 02/03/2020, 02/04/2020, 02/13/2020,,,,,,,,,,,,,,,,,
Hospice by the Bay,03/27/2020,3/10/2020,,,,,,,,,,,,,,,,,,,,
New Media Trader Inc.,03/26/2020,10/1/2019,,,,,,,,,,,,,,,,,,,,
"eImprovement, LLC",03/25/2020,12/14/2019,,,,,,,,,,,,,,,,,,,,
Golden Valley Health Centers,03/20/2020,10/25/2019,,,,,,,,,,,,,,,,,,,,
General Electric Company,03/20/2020,2/3/2020, 02/14/2020,,,,,,,,,,,,,,,,,,,
"Tandem Diabetes Care, Inc.",03/17/2020,01/17/2020, 01/20/2020,,,,,,,,,,,,,,,,,,,
"Foundation Medicine, Inc.",03/13/2020,12/17/2019, 01/14/2020,,,,,,,,,,,,,,,,,,,
New Heights Ventures Inc. ,3/12/2020,3/11/2020,,,,,,,,,,,,,,,,,,,,
Wichita State university,3/11/2020,12/3/2019, 12/04/2019, 12/05/2019,,,,,,,,,,,,,,,,,,
Woods & Woods LLC,3/11/2020,01/15/2020,,,,,,,,,,,,,,,,,,,,
TrueFire LLC,3/10/2020,8/3/2019, 01/14/2020,,,,,,,,,,,,,,,,,,,
"Eversana Life Sciences Services, LLC",3/9/2020,4/1/2019, 07/03/2019,,,,,,,,,,,,,,,,,,,
Entercom Communications Corporation,3/9/2020,8/4/2019,,,,,,,,,,,,,,,,,,,,
Torrance Memorial Medical Center,3/6/2020,06/20/2019, 12/13/2019,,,,,,,,,,,,,,,,,,,
"NYR Organic, Inc.",3/6/2020,08/21/2019, 09/04/2019,,,,,,,,,,,,,,,,,,,
"Athens Insurance Services, Inc.",3/6/2020,7/1/2019,,,,,,,,,,,,,,,,,,,,
Carnival Corporation & PLC,3/3/2020,4/11/2019, 07/23/2019,,,,,,,,,,,,,,,,,,,
"J.Crew Group, Inc.",3/2/2020,n/a,,,,,,,,,,,,,,,,,,,,
Walgreen Co.,02/28/2020,1/9/2020, 01/15/2020,,,,,,,,,,,,,,,,,,,
Allstate Benefits,02/28/2020,2/5/2020,,,,,,,,,,,,,,,,,,,,
"Kaiser Health Plan, Southern California",02/28/2020,10/6/2019, 12/20/2019,,,,,,,,,,,,,,,,,,,
RailWorks Corporation ,02/27/2020,01/27/2020,,,,,,,,,,,,,,,,,,,,
Moss Adams LLP,02/26/2020,10/8/2019, 10/10/2019,,,,,,,,,,,,,,,,,,,
AFTRA Retirement Fund,02/25/2020,10/24/2019, 10/28/2019,,,,,,,,,,,,,,,,,,,
"VibrantCare Rehabilitation, Inc. ",02/24/2020,08/20/2019, 08/27/2019,,,,,,,,,,,,,,,,,,,
Rady Children's Hospital San Diego,02/21/2020,06/20/2019, 01/03/2020,,,,,,,,,,,,,,,,,,,
Pacific Guardian Life Insurance Co. Ltd.,02/17/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
Aveanna Healthcare,02/14/2020,7/9/2019,,,,,,,,,,,,,,,,,,,,
Overlake Medical Center & Clinics,2/7/2020,12/6/2019, 12/09/2019,,,,,,,,,,,,,,,,,,,
"Altice USA, Inc.",2/6/2020,11/4/2019,,,,,,,,,,,,,,,,,,,,
"Golden Entertainment, Inc.",01/31/2020,05/30/2019,,,,,,,,,,,,,,,,,,,,
"The City of Los Banos, California ",01/31/2020,09/23/2019,,,,,,,,,,,,,,,,,,,,
Pacific Specialty Insurance Company,01/24/2020,03/20/2019, 03/30/2019,,,,,,,,,,,,,,,,,,,
"Sunshine Behavioral Health Group, LLC",01/21/2020,3/1/2017,,,,,,,,,,,,,,,,,,,,
"The UPS Store, Inc.",01/20/2020,09/29/2019, 01/13/2020,,,,,,,,,,,,,,,,,,,
Community Action Partnership of Kern,01/17/2020,10/11/2019,,,,,,,,,,,,,,,,,,,,
"J.D. England Management, Inc.",01/17/2020,08/31/2019, 09/01/2019,,,,,,,,,,,,,,,,,,,
"The Crack Shack Enterprises, LLC",01/17/2020,08/19/2018, 09/23/2019,,,,,,,,,,,,,,,,,,,
"Legalinc Corporate Services, Inc. (as data maintainer) on behalf of Rocket Lawyer Incorporated (as data owner)",01/15/2020,10/25/2017, 12/04/2019,,,,,,,,,,,,,,,,,,,
"Hanna Andersson, LLC",01/15/2020,09/16/2019,,,,,,,,,,,,,,,,,,,,
Decron Properties Corporation,01/14/2020,04/28/2019,,,,,,,,,,,,,,,,,,,,
"Health Quest Systems, Inc.",1/10/2020,7/11/2018,,,,,,,,,,,,,,,,,,,,
PIH Health,1/10/2020,6/11/2019, 06/19/2019,,,,,,,,,,,,,,,,,,,
"Jambav, Inc.",1/10/2020,n/a,,,,,,,,,,,,,,,,,,,,
"Treloar & Heisel, Inc. ",1/9/2020,05/13/2019,,,,,,,,,,,,,,,,,,,,
AmeriSave Mortgage Corporation,1/3/2020,10/3/2019,,,,,,,,,,,,,,,,,,,,
"States Logistics Services, Inc.",1/3/2020,08/30/2019,,,,,,,,,,,,,,,,,,,,
"Landry’s, Inc.",12/31/2019,01/18/2019, 10/17/2019,,,,,,,,,,,,,,,,,,,
"Legalinc Corporate Services, Inc. (as data maintainer) on behalf of Stripe GEP, Inc. (as data owner)",12/31/2019,10/25/2017, 12/04/2019,,,,,,,,,,,,,,,,,,,
Evolucion Innovations Inc.,12/31/2019,11/8/2019,,,,,,,,,,,,,,,,,,,,
"Imperfect Foods, Inc. ",12/30/2019,n/a,,,,,,,,,,,,,,,,,,,,
"Active Network, LLC ",12/30/2019,10/1/2019, 11/13/2019,,,,,,,,,,,,,,,,,,,
"SharesPost, Inc.",12/27/2019,9/6/2019,,,,,,,,,,,,,,,,,,,,
"ACCO Engineered Systems, Inc.",12/26/2019,11/20/2019,,,,,,,,,,,,,,,,,,,,
"Avid Technology, Inc.",12/24/2019,10/8/2018, 10/12/2018,,,,,,,,,,,,,,,,,,,
"HelloTech, Inc. ",12/23/2019,n/a,,,,,,,,,,,,,,,,,,,,
"Jambav, Inc.",12/19/2019,n/a,,,,,,,,,,,,,,,,,,,,
"Island Restaurants, LP and Champagne French Bakery Cafe",12/19/2019,02/18/2019, 09/27/2019,,,,,,,,,,,,,,,,,,,
"Wawa, Inc.",12/19/2019,3/4/2019, 12/12/2019,,,,,,,,,,,,,,,,,,,
Western Health Advantage,12/13/2019,10/20/2019,,,,,,,,,,,,,,,,,,,,
"The Master's Touch, LLC",12/13/2019,10/23/2019,,,,,,,,,,,,,,,,,,,,
Blue Cross Blue Shield Association,12/12/2019,09/28/2019,,,,,,,,,,,,,,,,,,,,
"CJGO Fulfillment, Inc. DBA CoffeeAM",12/9/2019,01/16/2019, 10/02/2019,,,,,,,,,,,,,,,,,,,
Arthur J. Gallagher & Co.,12/6/2019,03/15/2019,,,,,,,,,,,,,,,,,,,,
Cucamonga Valley Water Ditrict,12/4/2019,08/26/2019,,,,,,,,,,,,,,,,,,,,
Farmers Insurance,12/3/2019,03/31/2019,,,,,,,,,,,,,,,,,,,,
"Choice Hotels International, Inc.",11/29/2019,6/1/2015, 11/12/2019,,,,,,,,,,,,,,,,,,,
"The UPS Store, Inc. ",11/27/2019,10/11/2019, 10/22/2019,,,,,,,,,,,,,,,,,,,
"KPRS Construction Services, Inc. ",11/25/2019,03/14/2019, 04/29/2019,,,,,,,,,,,,,,,,,,,
Cadence Aerospace,11/25/2019,10/24/2019,,,,,,,,,,,,,,,,,,,,
"LifeMark Securities, Corp.",11/20/2019,08/27/2019, 08/03/2019,,,,,,,,,,,,,,,,,,,
Atria Senior Living,11/19/2019,09/18/2019, 09/20/2019,,,,,,,,,,,,,,,,,,,
Wescom Central Credit Union,11/19/2019,05/14/2019,,,,,,,,,,,,,,,,,,,,
"Capital Planning Advisors, LLC",11/15/2019,07/30/2019, 08/01/2019,,,,,,,,,,,,,,,,,,,
macys.com,11/15/2019,10/7/2019, 10/15/2019,,,,,,,,,,,,,,,,,,,
"Green Roads of Florida, LLC ",11/14/2019,7/9/2019,,,,,,,,,,,,,,,,,,,,
"Solara Medical Supplies, LLC",11/13/2019,4/2/2019, 06/20/2019,,,,,,,,,,,,,,,,,,,
"GFS, Inc.",11/13/2019,08/13/2019, 08/22/2019,,,,,,,,,,,,,,,,,,,
River Valley Farms LLC,11/8/2019,8/12/2019, 08/26/2019,,,,,,,,,,,,,,,,,,,
Jal Berry Farms LLC,11/8/2019,8/12/2019, 08/26/2019,,,,,,,,,,,,,,,,,,,
"Reiter Brothers, Inc",11/8/2019,8/12/2019, 08/26/2019,,,,,,,,,,,,,,,,,,,
"Reiter Berry Farms, Inc.",11/8/2019,8/12/2019, 08/26/2019,,,,,,,,,,,,,,,,,,,
First Aid Beauty Limited,11/8/2019,04/15/2019, 10/25/2019,,,,,,,,,,,,,,,,,,,
EmployBridge,11/8/2019,9/3/2019,,,,,,,,,,,,,,,,,,,,
"Web.com Group, Inc.",11/5/2019,08/22/2019,,,,,,,,,,,,,,,,,,,,
"Title Boxing, LLC",10/31/2019,05/16/2019, 07/12/2019,,,,,,,,,,,,,,,,,,,
Marriott International,10/30/2019,n/a,,,,,,,,,,,,,,,,,,,,
The Guidance Center,10/30/2019,03/15/2019, 04/01/2019,,,,,,,,,,,,,,,,,,,
"Gazelle Transportation, LLC",10/29/2019,9/1/2019, 09/24/2019,,,,,,,,,,,,,,,,,,,
Bed Bath & Beyond Inc.,10/29/2019,9/4/2019, 09/27/2019,,,,,,,,,,,,,,,,,,,
"Auto Approve, LLC",10/28/2019,08/28/2019, 09/19/2019,,,,,,,,,,,,,,,,,,,
BookShark LLC,10/25/2019,08/26/2019,,,,,,,,,,,,,,,,,,,,
Central Valley Regional Center,10/24/2019,07/25/2019, 08/02/2019,,,,,,,,,,,,,,,,,,,
Kalisepell Regional Healthcare,10/22/2019,05/24/2019,,,,,,,,,,,,,,,,,,,,
Tribune Publishing Company,10/18/2019,11/1/2018, 01/22/2019, 03/19/2019, 05/31/2019, 07/11/2019,,,,,,,,,,,,,,,,
"Eye Buy Direct, Inc.",10/18/2019,9/1/2018,,,,,,,,,,,,,,,,,,,,
PKF LLP,10/17/2019,08/17/2019,,,,,,,,,,,,,,,,,,,,
Nutraceutical Wellness Inc. dba Nutrafol,10/16/2019,4/10/2019,,,,,,,,,,,,,,,,,,,,
The Rodgers & Hammerstein Organization,10/15/2019,9/9/2019,,,,,,,,,,,,,,,,,,,,
Hunt Regional Medical Center,10/9/2019,05/18/2018,,,,,,,,,,,,,,,,,,,,
Telecare Corporation,10/4/2019,07/25/2019,,,,,,,,,,,,,,,,,,,,
